address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"2791 Arrowwood Trl, Ann Arbor, MI",42.307518,-83.729156,1,range_interpolation,2791,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1320 KAY PKY, Ann Arbor, MI",42.265549,-83.767537,1,rooftop,1320,"Kay Pkwy",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"3303 BRAEBURN CIR, Ann Arbor, MI",42.233145,-83.708821,0.9,range_interpolation,3303,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1400 BROOKFIELD DR, Ann Arbor, MI",42.248458,-83.761691,1,range_interpolation,1400,"Brookfield Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1436 ASTOR AVE, Ann Arbor, MI",42.257189,-83.731784,1,range_interpolation,1436,"Astor Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"391 COLUMBUS DR, Ann Arbor, MI",42.288349,-83.795379,1,range_interpolation,391,"Columbus Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2551 Braeburn Cir, Ann Arbor, MI",42.230231,-83.706568,1,range_interpolation,2551,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2686 Arrowwood Trl, Ann Arbor, MI",42.308479,-83.72977,1,range_interpolation,2686,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 13I, Ann Arbor, MI",42.277975,-83.742331,1,rooftop,555,"E William St 13I",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"3061 WILLIAMSBURG DR, Ann Arbor, MI",42.234393,-83.695404,0.6,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"2282 Hardyke Ct, Ann Arbor, MI",42.232122,-83.714076,1,range_interpolation,2282,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2751 Braeburn Cir, Ann Arbor, MI",42.232086,-83.707974,1,range_interpolation,2751,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2482 LAURELWOOD CIR, Ann Arbor, MI",42.232963,-83.711392,1,range_interpolation,2482,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2405 PACKARD ST 42D, Ann Arbor, MI",42.253759,-83.723485,1,rooftop,2405,"Packard St 42D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2773 BRAEBURN CIR, Ann Arbor, MI",42.232184,-83.70818,1,range_interpolation,2773,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"650 WAY MARKET DR, Ann Arbor, MI",42.241748,-83.75523,0.9,range_interpolation,650,"Waymarket Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2488 Arrowwood Trl, Ann Arbor, MI",42.308656,-83.732439,1,range_interpolation,2488,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2307 ARROWWOOD TRL, Ann Arbor, MI",42.307756,-83.734848,1,range_interpolation,2307,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 13G, Ann Arbor, MI",42.277977,-83.742168,1,rooftop,555,"E William St 13G",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 7D, Ann Arbor, MI",42.278062,-83.742333,1,rooftop,555,"E William St 7D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 26G, Ann Arbor, MI",42.277977,-83.742168,1,rooftop,555,"E William St 26G",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2130 PAULINE BLV 303, Ann Arbor, MI",42.266442,-83.777299,1,rooftop,2130,"Pauline Blv 303",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"3336 CHELSEA CIR, Ann Arbor, MI",42.239117,-83.713171,1,range_interpolation,3336,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2532 Braeburn Cir, Ann Arbor, MI",42.230533,-83.706281,1,range_interpolation,2532,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3435 BRAEBURN CIR, Ann Arbor, MI",42.234008,-83.708761,0.9,range_interpolation,3435,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2538 Arrowwood Trl, Ann Arbor, MI",42.308788,-83.731859,1,range_interpolation,2538,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2405 LAURELWOOD CIR, Ann Arbor, MI",42.232984,-83.712933,1,range_interpolation,2405,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 23J, Ann Arbor, MI",42.277973,-83.742535,1,rooftop,555,"E William St 23J",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2626 Arrowwood Trl, Ann Arbor, MI",42.308233,-83.730626,1,range_interpolation,2626,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3188 BRAEBURN CIR, Ann Arbor, MI",42.234625,-83.708397,1,range_interpolation,3188,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2743 Arrowwood Trl, Ann Arbor, MI",42.308183,-83.728976,1,range_interpolation,2743,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2663 Arrowwood Trl, Ann Arbor, MI",42.308719,-83.730155,1,range_interpolation,2663,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 13B, Ann Arbor, MI",42.27806,-83.742496,1,rooftop,555,"E William St 13B",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2878 BRAEBURN CIR, Ann Arbor, MI",42.23466,-83.708085,1,range_interpolation,2878,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2811 Braeburn Cir, Ann Arbor, MI",42.232377,-83.708555,1,range_interpolation,2811,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2857 BRAEBURN CIR, Ann Arbor, MI",42.232708,-83.708874,1,range_interpolation,2857,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2733 Arrowwood Trl, Ann Arbor, MI",42.308335,-83.729068,1,range_interpolation,2733,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2472 Arrowwood Trl, Ann Arbor, MI",42.308533,-83.732514,1,range_interpolation,2472,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1901 POINTE LN, Ann Arbor, MI",42.299907,-83.723899,1,range_interpolation,1901,"Pointe Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2737 BRAEBURN CIR, Ann Arbor, MI",42.232012,-83.707881,1,range_interpolation,2737,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 14H, Ann Arbor, MI",42.277976,-83.74225,1,rooftop,555,"E William St 14H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2689 ARROWWOOD TRL, Ann Arbor, MI",42.308759,-83.72966,1,range_interpolation,2689,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2204 HEMLOCK CT, Ann Arbor, MI",42.233079,-83.71055,1,range_interpolation,2204,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2618 ARROWWOOD TRL, Ann Arbor, MI",42.308237,-83.730785,1,range_interpolation,2618,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3093 Braeburn Cir, Ann Arbor, MI",42.233255,-83.709128,1,range_interpolation,3093,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3320 CHELSEA CIR, Ann Arbor, MI",42.238721,-83.713169,1,range_interpolation,3320,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2816 2818 Whitewood St, Ann Arbor, MI",42.246803,-83.690808,1,rooftop,2818,"Whitewood St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1640 ARGYLE CRS, Ann Arbor, MI",42.296316,-83.773669,1,rooftop,1640,"Argyle Crs",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"1621 GENEVA RD, Ann Arbor, MI",42.262094,-83.781285,1,range_interpolation,1621,"Geneva Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3396 BRAEBURN CIR, Ann Arbor, MI",42.233745,-83.708796,1,range_interpolation,3396,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3015 BRAEBURN CIR, Ann Arbor, MI",42.233265,-83.708969,1,range_interpolation,3015,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3509 Braeburn Cir, Ann Arbor, MI",42.230977,-83.706301,1,range_interpolation,3509,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2718 BEACON HILL ST, Ann Arbor, MI",42.250981,-83.704752,1,rooftop,2718,"Beacon Hill St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"555 E WILLIAM ST 23A, Ann Arbor, MI",42.278059,-83.742578,1,rooftop,555,"E William St 23A",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2516 Arrowwood Trl, Ann Arbor, MI",42.308785,-83.732141,1,range_interpolation,2516,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1290 ASTOR AVE, Ann Arbor, MI",42.256733,-83.733658,1,rooftop,1290,"Astor Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"1501 JONES DR, Ann Arbor, MI",42.294761,-83.731473,1,range_interpolation,1501,"Jones Dr",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2620 ARROWWOOD TRL, Ann Arbor, MI",42.308235,-83.73076,1,range_interpolation,2620,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3034 CHELSEA CIR, Ann Arbor, MI",42.240594,-83.71321,1,range_interpolation,3034,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3475 BRAEBURN CIR, Ann Arbor, MI",42.23427,-83.7087,0.9,range_interpolation,3475,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2377 ARROWWOOD TRL, Ann Arbor, MI",42.307847,-83.733826,1,range_interpolation,2377,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3350 CHELSEA CIR, Ann Arbor, MI",42.239464,-83.713172,1,range_interpolation,3350,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2883 BRAEBURN CIR, Ann Arbor, MI",42.23294,-83.709044,1,range_interpolation,2883,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2721 ARROWWOOD TRL, Ann Arbor, MI",42.30846,-83.729146,1,range_interpolation,2721,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2269 HEMLOCK CT, Ann Arbor, MI",42.231927,-83.710843,1,range_interpolation,2269,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3237 BRAEBURN CIR, Ann Arbor, MI",42.234656,-83.708232,0.9,range_interpolation,3237,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2536 Braeburn Cir, Ann Arbor, MI",42.230469,-83.706278,1,range_interpolation,2536,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2654 2656 Whitewood St, Ann Arbor, MI",42.24799,-83.691063,1,rooftop,2656,"Whitewood St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 8L, Ann Arbor, MI",42.277972,-83.742576,1,rooftop,555,"E William St 8L",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3414 CHELSEA CIR, Ann Arbor, MI",42.238123,-83.715902,1,range_interpolation,3414,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2526 ARROWWOOD TRL, Ann Arbor, MI",42.3088,-83.732019,1,range_interpolation,2526,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2312 SHADOWWOOD DR, Ann Arbor, MI",42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 5C, Ann Arbor, MI",42.278061,-83.742415,1,rooftop,555,"E William St 5C",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3424 3426 Edgewood Dr, Ann Arbor, MI",42.251773,-83.69211,1,rooftop,3426,"Edgewood Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3383 Braeburn Cir, Ann Arbor, MI",42.233663,-83.708817,0.9,range_interpolation,3383,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3033 WILLIAMSBURG DR, Ann Arbor, MI",42.234393,-83.695404,0.76,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"3292 Braeburn Cir, Ann Arbor, MI",42.234661,-83.708053,1,range_interpolation,3292,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2388 JONATHAN CT, Ann Arbor, MI",42.230269,-83.710448,1,range_interpolation,2388,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3630 PARTRIDGE PATH, Ann Arbor, MI",42.233305,-83.723857,1,range_interpolation,3630,"Partridge Path",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2841 BRAEBURN CIR, Ann Arbor, MI",42.232593,-83.708802,1,range_interpolation,2841,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3325 3343 Williamsburg Dr, Ann Arbor, MI",42.236444,-83.696589,0.5,range_interpolation,3325,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2309 ARROWWOOD TRL, Ann Arbor, MI",42.307755,-83.734823,1,range_interpolation,2309,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 20H, Ann Arbor, MI",42.277976,-83.74225,1,rooftop,555,"E William St 20H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3131 BRAEBURN CIR, Ann Arbor, MI",42.233805,-83.709091,1,range_interpolation,3131,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 15L, Ann Arbor, MI",42.277972,-83.742576,1,rooftop,555,"E William St 15L",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1497 WISTERIA DR, Ann Arbor, MI",42.258052,-83.731711,1,range_interpolation,1497,"Wisteria Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 8H, Ann Arbor, MI",42.277976,-83.74225,1,rooftop,555,"E William St 8H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2900 Braeburn Cir, Ann Arbor, MI",42.232965,-83.708969,1,range_interpolation,2900,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2259 HEMLOCK CT, Ann Arbor, MI",42.231911,-83.71065,1,range_interpolation,2259,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3172 WILLIAMSBURG DR, Ann Arbor, MI",42.235051,-83.696417,0.6,range_interpolation,3172,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"364 COLUMBUS DR, Ann Arbor, MI",42.287947,-83.795063,1,range_interpolation,364,"Columbus Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2739 BRAEBURN CIR, Ann Arbor, MI",42.232023,-83.707894,1,range_interpolation,2739,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1401 DURANGO DR, Ann Arbor, MI",42.263864,-83.780541,1,range_interpolation,1401,"Durango Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3080 Braeburn Cir, Ann Arbor, MI",42.234417,-83.708646,1,range_interpolation,3080,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"822 S MAIN ST, Ann Arbor, MI",42.271377,-83.749993,1,range_interpolation,822,"S Main St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2330 JONATHAN CT, Ann Arbor, MI",42.231253,-83.710745,1,range_interpolation,2330,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2398 Arrowwood Trl, Ann Arbor, MI",42.307776,-83.733388,1,range_interpolation,2398,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2344 Jonathan Ct, Ann Arbor, MI",42.231203,-83.710463,1,range_interpolation,2344,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3230 Braeburn Cir, Ann Arbor, MI",42.23466,-83.70825,1,range_interpolation,3230,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 17D, Ann Arbor, MI",42.278062,-83.742333,1,rooftop,555,"E William St 17D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1531 NATALIE LN, Ann Arbor, MI",42.294114,-83.683538,1,range_interpolation,1531,"Natalie Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2530 BRECKENRIDGE DR, Ann Arbor, MI",42.262882,-83.781958,1,range_interpolation,2530,"Breckenridge Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2390 ARROWWOOD TRL, Ann Arbor, MI",42.307717,-83.733467,1,range_interpolation,2390,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2701 Braeburn Cir, Ann Arbor, MI",42.231827,-83.707564,1,range_interpolation,2701,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1124 NIELSEN CT, Ann Arbor, MI",42.290124,-83.734691,1,rooftop,1124,"Nielsen Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2415 LAURELWOOD CIR, Ann Arbor, MI",42.232804,-83.712815,1,range_interpolation,2415,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1184 KAY PKY, Ann Arbor, MI",42.26637,-83.768392,1,rooftop,1184,"Kay Pkwy",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"3049 LAKEHAVEN CT, Ann Arbor, MI",42.286625,-83.698663,1,range_interpolation,3049,"Lakehaven Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"10 GEDDES HEIGHTS DR, Ann Arbor, MI",42.276908,-83.72572,1,rooftop,10,"Geddes Heights Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2694 ARROWWOOD TRL, Ann Arbor, MI",42.308457,-83.729659,1,range_interpolation,2694,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2735 BRAEBURN CIR, Ann Arbor, MI",42.232002,-83.707868,1,range_interpolation,2735,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3148 WILLIAMSBURG DR, Ann Arbor, MI",42.23499,-83.696569,0.6,range_interpolation,3148,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 21K, Ann Arbor, MI",42.277973,-83.742494,1,rooftop,555,"E William St 21K",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2980 BIRCH HOLLOW DR, Ann Arbor, MI",42.238668,-83.721011,1,range_interpolation,2980,"Birch Hollow Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2277 Hemlock Ct, Ann Arbor, MI",42.231939,-83.710997,1,range_interpolation,2277,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2803 Arrowwood Trl, Ann Arbor, MI",42.307374,-83.729286,1,range_interpolation,2803,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2569 BRAEBURN CIR, Ann Arbor, MI",42.230963,-83.7067,1,range_interpolation,2569,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
